administrative,administrative_duration,informational,informational_duration,product_related,product_related_duration,bounce_rates,exit_rates,page_values,month,operating_systems,browser,region,traffic_type,visitor_type,weekend,revenue
1.7320508075688772,5.0990195135927845,2.0,17.88854381999832,7.681145747868608,49.47726750741192,0.053851648071345036,0.13784048752090222,0.0,Dec,Windows,Google Chrome,Southern Africa,Google search,Returning_Visitor,False,False
2.0,9.194513524813846,1.4142135623730951,3.6742346141747673,6.4031242374328485,37.36308338453881,0.0,0.12649110640673517,0.0,May,Windows,Mozilla Firefox,Africa,Google search,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,3.7416573867739413,36.98648401781386,0.0,0.19493588689617927,0.0,May,MACOS,Samsung Internet,Western Europe,Google search,Returning_Visitor,False,False
0.0,9.194513524813846,0.0,0.0,3.7416573867739413,31.89043743820395,0.0,0.044721359549995794,0.0,Dec,MACOS,Safari,Western Europe,Facebook ads,Returning_Visitor,False,False
1.5194879194699003,9.271821108606442,0.0,0.0,5.728422494044488,32.7566787083184,0.0,0.11832159566199232,0.0,Dec,Android,Google Chrome,North America,Instagram ads,Returning_Visitor,True,False
0.0,0.0,0.0,0.0,4.795831523312719,28.687976575562104,0.06928203230275509,0.11832159566199232,0.0,Mar,Windows,Google Chrome,Eastern Europe,Instagram ads,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,6.0,32.218007387174026,0.1392838827718412,0.1224744871391589,0.0,May,Windows,Mozilla Firefox,Western Europe,Google search,Returning_Visitor,False,False
1.4142135623730951,5.477225575051661,0.0,0.0,1.4142135623730951,5.830951894845301,0.0,0.11401754250991379,0.0,Dec,ChromeOS,Sogou Explorer,Northern Africa,Tik Tok ads,Other,False,False
1.7320508075688772,3.3166247903554,0.0,0.0,5.0,37.656340767525464,0.06928203230275509,0.15491933384829668,0.0,Dec,Windows,Opera,North America,Facebook ads,Returning_Visitor,False,False
1.4142135623730951,1.0,0.0,0.0,3.3166247903554,17.916472867168917,0.0,0.10488088481701516,0.0,May,Windows,Mozilla Firefox,North America,Bing search,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,1.4142135623730951,4.69041575982343,0.0,0.31622776601683794,0.0,Dec,Android,Google Chrome,Western Europe,Google search,Returning_Visitor,True,False
1.0,3.1622776601683795,2.23606797749979,39.92492955535426,5.477225575051661,27.730849247724095,0.1174734012447073,0.14832396974191325,0.0,Nov,MACOS,Safari,Western Europe,Google search,Returning_Visitor,False,False
2.0,8.732410892760372,0.0,0.0,3.3166247903554,10.63014581273465,0.15905973720586866,0.25099800796022265,0.0,Sep,MACOS,Safari,North America,Instagram ads,Returning_Visitor,True,False
0.0,0.0,0.0,0.0,5.385164807134504,26.60826939130014,0.08426149773176358,0.18708286933869708,0.0,May,Android,Google Chrome,Africa,Instagram ads,Returning_Visitor,False,False
1.4142135623730951,9.194513524813846,0.0,0.0,2.8284271247461903,13.674794331177344,0.10908712114635714,0.21447610589527216,0.0,May,Windows,Google Chrome,North America,Instagram ads,Returning_Visitor,False,False
2.0,8.0,0.0,0.0,3.7416573867739413,21.283796653792763,0.0,0.10954451150103323,0.0,Dec,Windows,Microsoft Edge,Western Europe,Bing search,New_Visitor,False,False
0.0,0.0,0.0,0.0,1.7320508075688772,25.37715508089904,0.25826343140289915,0.29832867780352595,0.0,May,Windows,Google Chrome,North America,Twitter,Returning_Visitor,False,False
2.0,5.477225575051661,0.0,0.0,4.358898943540674,41.340053217188775,0.0,0.10488088481701516,0.0,May,MACOS,Safari,North America,Google search,New_Visitor,False,False
1.5194879194699003,0.0,0.0,0.0,1.0,4.358898943540674,0.0,0.31622776601683794,0.0,Mar,MACOS,Safari,Western Europe,Instagram ads,Returning_Visitor,False,False
2.449489742783178,8.276472678623424,1.4142135623730951,8.12403840463596,6.082762530298219,28.635642126552707,0.1414213562373095,0.2073644135332772,0.0,May,Android,Google Chrome,North America,Bing search,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,3.1622776601683795,28.635642126552707,0.0,0.2588435821108957,0.0,May,Windows,Google Chrome,Southern Africa,Bing search,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,2.6457513110645907,12.727922061357855,0.24228082879171436,0.3478505426185217,0.0,May,Windows,Google Chrome,North America,Youtube ads,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,2.8284271247461903,17.578395831246947,0.0,0.15491933384829668,0.0,Oct,Android,Google Chrome,Southern Africa,Direct Traffic,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,6.708203932499369,27.964262908219126,0.08660254037844387,0.13784048752090222,3.7549966711037173,Dec,Windows,Google Chrome,Western Europe,Google search,Returning_Visitor,False,False
1.5194879194699003,0.0,0.0,0.0,1.7320508075688772,9.38083151964686,0.0,0.130384048104053,0.0,Mar,Android,Google Chrome,Oceania,Google search,Returning_Visitor,True,False
0.0,0.0,0.0,0.0,5.728422494044488,30.757112998459398,0.14866068747318506,0.2792848008753788,0.0,June,Android,Google Chrome,Asia,Instagram ads,Returning_Visitor,False,False
1.5194879194699003,0.0,0.0,0.0,4.58257569495584,30.512292604784715,0.0,0.07745966692414834,0.0,Oct,Windows,Mozilla Firefox,South America,Bing search,Returning_Visitor,False,False
0.0,0.0,1.4142135623730951,5.958187643906492,5.0,40.890096600521744,0.0,0.06324555320336758,0.0,May,Windows,Google Chrome,Western Europe,Facebook ads,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,4.795831523312719,22.956480566497994,0.066332495807108,0.17029386365926402,7.307530362578044,May,Windows,Google Chrome,South America,Twitter,Returning_Visitor,False,True
2.6457513110645907,9.194513524813846,0.0,5.872536706949042,4.0,24.310491562286437,0.09110433579144299,0.03162277660168379,0.0,Jul,MACOS,Safari,North America,Google search,New_Visitor,True,False
0.0,0.0,0.0,0.0,3.0,6.164414002968976,0.0,0.21213203435596426,0.0,Mar,Windows,Google Chrome,Asia,Instagram ads,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,3.4641016151377544,19.621416870348583,0.0,0.1414213562373095,0.0,Mar,Windows,Mozilla Firefox,Western Europe,Facebook ads,Returning_Visitor,True,False
2.449489742783178,8.080841540334768,2.0,4.732863826479693,14.491376746189438,34.53152308021746,0.13892443989449804,0.18973665961010275,0.0,Sep,Windows,Google Chrome,South America,Youtube ads,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,5.728422494044488,16.30950643030009,0.12922847983320085,0.15811388300841897,0.0,Nov,Android,Yandex,Southern Africa,Google search,Returning_Visitor,True,False
1.0,7.483314773547883,0.0,0.0,4.898979485566356,35.874782229304195,0.0,0.12649110640673517,4.929503017546495,May,MACOS,Safari,Asia,Bing search,Returning_Visitor,True,True
1.0,1.7320508075688772,0.0,0.0,4.47213595499958,19.026297590440446,0.0,0.12649110640673517,0.0,Oct,MACOS,Safari,North America,Google search,New_Visitor,True,False
2.0,17.84936973677222,0.0,0.0,7.874007874011811,39.06404996924922,0.07280109889280519,0.09486832980505137,0.0,Oct,Android,Google Chrome,North America,Instagram ads,Returning_Visitor,True,False
1.0,0.0,0.0,0.0,5.477225575051661,34.53152308021746,0.0,0.07071067811865475,6.340346993658944,May,Windows,Google Chrome,North America,Instagram Page,New_Visitor,False,True
3.4641016151377544,10.40541817035721,1.0,7.416198487095663,7.0710678118654755,49.01020301937138,0.0670820393249937,0.11401754250991379,3.7815340802378077,May,Windows,Google Chrome,Western Europe,Instagram ads,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,3.7416573867739413,16.64331697709324,0.0,0.05477225575051661,0.0,Jul,MACOS,Safari,North America,Google search,Returning_Visitor,False,False
1.5194879194699003,0.0,0.0,0.0,4.0,11.489125293076057,0.2745906043549196,0.3563705936241092,0.0,Nov,Android,Google Chrome,North America,Instagram ads,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,1.4142135623730951,0.0,0.4472135954999579,0.4472135954999579,0.0,Nov,Android,Google Chrome,Asia,Facebook ads,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,3.1622776601683795,15.297058540778355,0.0,0.1224744871391589,0.0,Dec,Android,Google Chrome,North America,Google search,New_Visitor,True,False
2.23606797749979,8.264381404557755,1.0,4.404543109109048,2.8284271247461903,14.142135623730951,0.0,0.07071067811865475,0.0,Oct,Windows,Google Chrome,North America,Tik Tok ads,Returning_Visitor,False,False
2.23606797749979,7.7781745930520225,0.0,0.0,6.324555320336759,43.669211121796096,0.0938083151964686,0.15491933384829668,0.0,May,Windows,Google Chrome,Western Europe,Bing search,New_Visitor,False,False
3.3166247903554,16.209125969650554,1.4142135623730951,3.1622776601683795,5.0,28.372521918222215,0.0,0.1,3.4351128074635335,Aug,Windows,Google Chrome,Western Europe,Bing search,New_Visitor,False,False
0.0,9.194513524813846,0.0,0.0,2.23606797749979,10.295630140987,0.1824828759089466,0.216794833886788,0.0,Nov,Windows,Google Chrome,Eastern Europe,Google search,New_Visitor,False,False
3.0,13.30413469565007,1.0,7.280109889280518,8.366600265340756,50.547007824400445,0.09848857801796104,0.161245154965971,0.0,Nov,Windows,Google Chrome,Western Europe,Google search,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,3.1622776601683795,10.63014581273465,0.1,0.17606816861659008,0.0,Nov,Android,Google Chrome,Southern Africa,Google search,Returning_Visitor,True,True
1.4142135623730951,4.358898943540674,0.0,0.0,3.3166247903554,44.799553569204235,0.0,0.17320508075688773,2.5099800796022267,Mar,Windows,Opera,North America,Youtube channel,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,2.23606797749979,10.677078252031311,0.0,0.14491376746189438,0.0,Dec,Windows,Mozilla Firefox,North America,Twitter,Returning_Visitor,False,False
2.449489742783178,8.94427190999916,0.0,0.0,4.0,20.71231517720798,0.0,0.11832159566199232,4.743416490252569,Mar,MACOS,Google Chrome,South America,Google search,New_Visitor,False,True
1.0,2.23606797749979,1.7320508075688772,10.739335794172748,6.164414002968976,34.72751070837067,0.11224972160321824,0.20976176963403032,0.0,Dec,Windows,Google Chrome,South America,Facebook ads,Returning_Visitor,False,False
2.6457513110645907,12.668859459319927,0.0,0.0,5.5677643628300215,20.074859899884732,0.0,0.09486832980505137,0.0,May,Windows,Google Chrome,North America,Bing search,Returning_Visitor,False,False
2.449489742783178,8.930285549745875,0.0,0.0,1.7320508075688772,3.3166247903554,0.0,0.2449489742783178,0.0,Dec,MACOS,Safari,Western Europe,Youtube channel,New_Visitor,False,False
1.7320508075688772,7.416198487095663,0.0,0.0,6.928203230275509,55.59676249567055,0.06782329983125268,0.14491376746189438,0.0,May,Android,Google Chrome,North America,Youtube ads,Returning_Visitor,False,False
2.6457513110645907,40.93592554224223,0.0,0.0,10.63014581273465,47.32863826479693,0.04,0.07745966692414834,5.558776843874918,May,Windows,Microsoft Edge,North America,Google search,Returning_Visitor,False,True
1.4142135623730951,7.615773105863909,1.0,2.6457513110645907,7.54983443527075,47.78074926160116,0.0,0.07071067811865475,0.0,Mar,Windows,Google Chrome,Western Europe,Google search,Returning_Visitor,False,False
1.7320508075688772,4.0,1.4142135623730951,9.733961166965893,5.728422494044488,39.84971769034255,0.0,0.11401754250991379,4.669047011971501,Nov,MACOS,Google Chrome,Asia,Instagram ads,Returning_Visitor,True,True
0.0,0.0,0.0,0.0,6.6332495807108,33.15116890850155,0.0,0.15491933384829668,0.0,Nov,Windows,Google Chrome,North America,Google search,Returning_Visitor,True,False
0.0,0.0,0.0,0.0,1.7320508075688772,6.708203932499369,0.2,0.22360679774997896,0.0,May,MACOS,Safari,North America,Facebook ads,Returning_Visitor,False,False
1.4142135623730951,3.7416573867739413,0.0,0.0,7.280109889280518,25.787593916455254,0.19697715603592209,0.2720294101747089,0.0,Nov,Android,Google Chrome,North America,Instagram ads,Returning_Visitor,False,False
2.6457513110645907,10.747092630102339,0.0,0.0,5.744562646538029,30.430248109405877,0.11832159566199232,0.15811388300841897,0.0,May,Android,Google Chrome,North America,Facebook ads,Returning_Visitor,False,False
2.23606797749979,15.331883990560325,1.0,6.7379522111692065,3.4641016151377544,19.209372712298546,0.10148891565092219,0.1,0.0,Oct,MACOS,Safari,Oceania,Google search,New_Visitor,False,False
0.0,0.0,0.0,0.0,6.324555320336759,33.76388603226827,0.1414213562373095,0.23874672772626646,0.0,Nov,Android,Google Chrome,North America,Youtube ads,Returning_Visitor,False,False
0.0,0.0,1.4142135623730951,4.47213595499958,2.449489742783178,8.717797887081348,0.0,0.0,0.0,May,Windows,Mozilla Firefox,North America,Instagram Page,Returning_Visitor,False,False
1.7320508075688772,9.486832980505138,0.0,0.0,5.0,27.622454633866266,0.0,0.11401754250991379,12.231107881136523,Dec,MACOS,Safari,North America,Google search,New_Visitor,False,True
1.7320508075688772,8.183316361353752,1.0,19.88299105517075,5.744562646538029,26.60826939130014,0.0754983443527075,0.13784048752090222,0.0,May,MACOS,Safari,Africa,Google search,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,1.4142135623730951,6.48074069840786,0.0,0.31622776601683794,0.0,May,Android,Google Chrome,North America,Instagram ads,Returning_Visitor,False,False
1.7320508075688772,4.33589667773576,0.0,5.872536706949042,4.242640687119285,12.12435565298214,0.11090536506409417,0.1816590212458495,0.0,Nov,Windows,Google Chrome,North America,Instagram ads,Returning_Visitor,False,True
2.0,12.814054783713077,1.0,4.06201920231798,2.8284271247461903,17.663521732655695,0.0,0.1673320053068151,0.0,Oct,MACOS,Safari,North America,Google search,Returning_Visitor,False,False
1.4142135623730951,9.194513524813846,0.0,0.0,3.872983346207417,28.653097563788805,0.0,0.06324555320336758,0.0,Sep,Windows,Google Chrome,South America,Google search,New_Visitor,False,False
1.7320508075688772,7.516648189186454,1.4142135623730951,7.713624310270756,10.488088481701515,53.178943201233324,0.12041594578792296,0.21213203435596426,4.47213595499958,Dec,Windows,Google Chrome,Asia,Google search,Returning_Visitor,False,False
1.7320508075688772,8.093207028119323,0.0,0.0,3.605551275463989,12.165525060596439,0.07810249675906655,0.15491933384829668,0.0,Nov,Windows,Google Chrome,Eastern Europe,Instagram ads,Returning_Visitor,True,False
2.0,8.94427190999916,0.0,0.0,6.082762530298219,52.81098370604357,0.0,0.15811388300841897,0.0,May,iOS,Safari,South America,Instagram ads,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,4.69041575982343,26.77685567799177,0.08,0.161245154965971,0.0,Nov,Windows,QQ,North America,Google search,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,3.7416573867739413,9.899494936611665,0.0,0.130384048104053,0.0,May,Windows,Mozilla Firefox,Eastern Europe,Instagram ads,Returning_Visitor,False,False
4.0,28.054867670334858,2.449489742783178,19.915345841837645,6.0,53.46026561849464,0.11704699910719625,0.14491376746189438,1.140175425099138,Nov,MACOS,Safari,Western Europe,Google search,New_Visitor,False,True
2.23606797749979,5.315072906367325,0.0,0.0,12.449899597988733,70.25667228100119,0.0,0.08366600265340755,2.04939015319192,Nov,Windows,Mozilla Firefox,North America,Google search,Returning_Visitor,False,True
0.0,0.0,0.0,0.0,3.605551275463989,10.04987562112089,0.0,0.1341640786499874,0.0,Nov,Android,Google Chrome,Western Europe,Youtube channel,New_Visitor,False,False
0.0,0.0,0.0,0.0,1.0,0.0,0.4472135954999579,0.4472135954999579,0.0,Aug,Android,Google Chrome,Asia,Instagram ads,Returning_Visitor,True,False
1.0,7.0,0.0,0.0,2.23606797749979,29.086079144497972,0.0,0.16431676725154984,0.0,Nov,MACOS,Safari,Western Europe,Google search,Returning_Visitor,False,False
1.4142135623730951,8.246211251235321,0.0,0.0,2.8284271247461903,9.695359714832659,0.0,0.10488088481701516,0.0,Dec,Windows,Google Chrome,Africa,Google search,New_Visitor,False,False
1.0,14.106735979665885,0.0,0.0,5.728422494044488,36.013886210738214,0.0,0.1,4.012480529547776,May,Windows,Google Chrome,Asia,Bing search,Returning_Visitor,False,False
2.449489742783178,8.94427190999916,0.0,0.0,2.449489742783178,10.908712114635714,0.0,0.15165750888103102,0.0,Mar,Windows,Microsoft Edge,Eastern Europe,Facebook ads,Returning_Visitor,False,False
2.23606797749979,5.5677643628300215,0.0,0.0,6.48074069840786,36.41428291206625,0.0754983443527075,0.15165750888103102,0.0,Mar,Android,Google Chrome,Asia,Facebook ads,Returning_Visitor,True,False
1.0,12.90348790056394,0.0,0.0,5.728422494044488,25.865034312755125,0.0938083151964686,0.13784048752090222,0.0,May,Windows,Google Chrome,South America,Facebook ads,Returning_Visitor,True,False
2.6457513110645907,21.0,0.0,0.0,5.291502622129181,21.6794833886788,0.0,0.08944271909999159,0.0,Mar,Windows,Google Chrome,Africa,Youtube channel,New_Visitor,True,False
1.0,8.94427190999916,1.0,5.0,3.1622776601683795,34.0147027033899,0.11958260743101398,0.13784048752090222,0.0,May,MACOS,Safari,South America,Twitter,Returning_Visitor,False,False
0.0,0.0,1.0,0.0,3.872983346207417,20.29778313018444,0.0,0.13784048752090222,5.92452529743945,May,MACOS,Safari,Eastern Europe,Bing search,Returning_Visitor,True,True
3.0,18.495044382212225,0.0,0.0,4.0,14.106735979665885,0.07937253933193772,0.11832159566199232,0.0,Mar,MACOS,Safari,Africa,Instagram ads,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,3.1622776601683795,15.0996688705415,0.0,0.12649110640673517,6.2289646009589745,Dec,Windows,Google Chrome,Northern Africa,Facebook ads,Returning_Visitor,False,True
0.0,0.0,1.4142135623730951,8.74642784226795,2.449489742783178,5.0,0.25826343140289915,0.2664582518894845,0.0,May,Windows,Google Chrome,North America,Instagram ads,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,3.0,12.84523257866513,0.25729360660537215,0.23664319132398465,0.0,May,Windows,Google Chrome,North America,Twitter,Returning_Visitor,False,False
2.23606797749979,13.0862523283024,1.0,0.0,19.026297590440446,110.72036849649662,0.066332495807108,0.15811388300841897,1.0954451150103321,Nov,Windows,Google Chrome,North America,Google search,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,2.449489742783178,11.916375287812984,0.0,0.130384048104053,7.681145747868608,Mar,Windows,Google Chrome,Western Europe,Facebook ads,Returning_Visitor,False,True
0.0,0.0,0.0,0.0,3.4641016151377544,14.933184523068078,0.0,0.1414213562373095,0.0,May,Windows,Google Chrome,North America,Youtube ads,Returning_Visitor,False,False
2.0,12.041594578792296,0.0,0.0,2.6457513110645907,15.588457268119896,0.11401754250991379,0.1816590212458495,0.0,May,MACOS,Safari,North America,Newsletter,Returning_Visitor,True,False
0.0,0.0,0.0,0.0,2.449489742783178,0.0,0.4472135954999579,0.4472135954999579,0.0,Oct,Windows,Google Chrome,North America,Instagram ads,Returning_Visitor,False,False
2.8284271247461903,9.194513524813846,1.4142135623730951,7.874007874011811,6.0,70.14983962918234,0.1296148139681572,0.17606816861659008,2.6267851073127395,May,Windows,Google Chrome,Oceania,Facebook ads,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,3.605551275463989,19.4164878389476,0.13453624047073712,0.17606816861659008,0.0,May,Windows,Google Chrome,North America,Instagram ads,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,2.23606797749979,11.180339887498949,0.1824828759089466,0.22360679774997896,0.0,May,MACOS,Safari,North America,Google search,Returning_Visitor,True,False
0.0,9.194513524813846,0.0,0.0,2.23606797749979,14.491376746189438,0.25826343140289915,0.2664582518894845,0.0,Nov,MACOS,Safari,North America,Facebook ads,Returning_Visitor,False,False
1.4142135623730951,7.416198487095663,1.7320508075688772,18.627936010197157,4.58257569495584,25.69046515733026,0.16673332000533067,0.22135943621178655,0.0,May,Windows,Google Chrome,North America,Instagram ads,Returning_Visitor,False,False
1.5194879194699003,11.536174985670076,1.0,15.149257407543116,7.0710678118654755,41.38840417314975,0.0,0.08366600265340755,2.932575659723036,May,Android,Google Chrome,Western Europe,Bing search,Returning_Visitor,True,False
1.7320508075688772,11.045361017187261,0.0,0.0,5.728422494044488,34.45286635390443,0.033166247903554,0.06324555320336758,6.041522986797286,Mar,Windows,Internet Explorer,Africa,Google search,Returning_Visitor,True,True
0.0,0.0,0.0,0.0,3.3166247903554,14.730919862656235,0.15937377450509227,0.24899799195977465,0.0,Dec,MACOS,Safari,Eastern Europe,Tik Tok ads,Returning_Visitor,False,False
2.8284271247461903,8.48528137423857,0.0,0.0,6.6332495807108,52.82991576748916,0.07348469228349534,0.1224744871391589,0.0,May,iOS,Safari,North America,Google search,Returning_Visitor,False,False
1.7320508075688772,4.919349550499537,0.0,0.0,1.7320508075688772,0.0,0.0,0.2588435821108957,0.0,May,Android,Google Chrome,North America,Bing search,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,5.728422494044488,16.06237840420901,0.0670820393249937,0.23874672772626646,7.3484692283495345,May,Windows,Google Chrome,Northern Africa,Google search,Returning_Visitor,False,True
0.0,0.0,0.0,0.0,2.8284271247461903,14.89966442575134,0.0,0.1224744871391589,0.0,June,MACOS,Safari,Northern Africa,Google search,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,3.4641016151377544,18.520259177452136,0.09327379053088815,0.1341640786499874,0.0,Nov,Android,Google Chrome,Western Europe,Youtube ads,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,4.898979485566356,46.604720790924176,0.05916079783099616,0.1224744871391589,0.0,Nov,Windows,Google Chrome,North America,Direct Traffic,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,6.082762530298219,18.466185312619388,0.0,0.09486832980505137,8.567379996241558,Nov,Android,Google Chrome,Western Europe,Tik Tok ads,Returning_Visitor,True,True
2.8284271247461903,9.012953639068604,1.4142135623730951,11.885565476661176,5.830951894845301,33.74907406137241,0.0,0.10488088481701516,0.0,Nov,Windows,Mozilla Firefox,North America,Google search,New_Visitor,False,False
0.0,0.0,0.0,0.0,2.23606797749979,35.73513677041127,0.0,0.16431676725154984,0.0,Nov,Windows,Google Chrome,North America,Youtube ads,Returning_Visitor,False,True
2.6457513110645907,16.852299546352718,1.4142135623730951,3.872983346207417,6.855654600401044,42.28474902373195,0.1414213562373095,0.1414213562373095,0.0,Nov,MACOS,Safari,Oceania,Google search,Returning_Visitor,False,False
3.7416573867739413,12.95813772499737,2.0,15.303594349041012,7.874007874011811,99.06058752097123,0.06324555320336758,0.09486832980505137,6.774953874381729,Oct,Windows,Google Chrome,North America,Google search,Returning_Visitor,True,False
2.23606797749979,14.891272611835431,0.0,0.0,4.358898943540674,36.41428291206625,0.07141428428542851,0.2024845673131659,4.183300132670378,Nov,MACOS,Safari,North America,Google search,Returning_Visitor,False,True
0.0,0.0,0.0,0.0,4.795831523312719,33.19638534539566,0.0565685424949238,0.16431676725154984,0.0,Nov,Android,Google Chrome,North America,Google search,Returning_Visitor,False,True
0.0,0.0,0.0,0.0,1.7320508075688772,7.0710678118654755,0.0,0.15811388300841897,0.0,Dec,Android,Google Chrome,Western Europe,Facebook ads,Returning_Visitor,False,False
3.1622776601683795,13.368179917251263,1.0,12.449899597988733,16.09347693943108,91.0494371207203,0.0565685424949238,0.06324555320336758,1.7320508075688772,Nov,Windows,Google Chrome,Western Europe,Google search,Returning_Visitor,True,True
0.0,0.0,0.0,0.0,4.47213595499958,30.315012782448235,0.0,0.05477225575051661,8.06225774829855,Nov,Android,Google Chrome,South America,Youtube channel,New_Visitor,False,True
1.0,10.295630140987,0.0,0.0,5.196152422706632,47.65501022977542,0.10723805294763608,0.18708286933869708,0.0,May,Android,Google Chrome,Oceania,Bing search,Returning_Visitor,False,False
1.0,21.31431443889294,0.0,0.0,6.164414002968976,37.14835124201342,0.07615773105863909,0.15165750888103102,4.06201920231798,Oct,Windows,Google Chrome,Western Europe,Bing search,Returning_Visitor,False,True
0.0,0.0,0.0,0.0,5.196152422706632,28.861739379323623,0.0,0.11832159566199232,0.0,Dec,Windows,Google Chrome,Western Europe,Facebook ads,Returning_Visitor,True,False
0.0,9.194513524813846,0.0,0.0,2.6457513110645907,21.517434791350013,0.0,0.1414213562373095,0.0,May,Windows,Microsoft Edge,Western Europe,Facebook ads,New_Visitor,False,False
0.0,0.0,0.0,0.0,1.7320508075688772,0.0,0.4472135954999579,0.4472135954999579,0.0,May,Windows,Google Chrome,Eastern Europe,Instagram Page,Returning_Visitor,False,False
1.0,2.345207879911715,0.0,0.0,3.3166247903554,22.271057451320086,0.0,0.15811388300841897,8.449852069711044,Nov,Windows,Google Chrome,North America,Youtube channel,Returning_Visitor,False,False
